,Code,Name,Lon,Lat,SLP(hPa),Winds(m/s),Dist(m),Angle,B,VLT,VUT,Time(Z),Storm Phase
72,TC200010,Harrison,-68.73,30.83,932.03,65.9,122.62,337.44,-8.72,322.74,401.97,2000-09-12 12:00:00,Tropical
73,TC200010,Harrison,-69.35,31.62,929.63,64.5,105.81,326.61,-8.26,325.0,395.89,2000-09-12 18:00:00,Tropical
74,TC200010,Harrison,-69.39,32.26,933.76,63.5,70.91,356.72,-6.84,325.46,391.47,2000-09-13 00:00:00,Tropical
75,TC200010,Harrison,-69.7,32.99,935.57,62.3,86.55,341.0,-5.9,330.01,393.03,2000-09-13 06:00:00,Tropical
76,TC200010,Harrison,-69.69,33.92,935.84,61.3,102.57,0.17,-4.9,330.61,393.21,2000-09-13 12:00:00,Tropical
77,TC200010,Harrison,-69.96,34.94,933.66,62.4,115.96,348.05,-2.19,337.77,396.03,2000-09-13 18:00:00,Tropical
78,TC200010,Harrison,-70.16,35.74,935.67,59.1,91.25,348.32,1.36,346.41,403.75,2000-09-14 00:00:00,Tropical
79,TC200010,Harrison,-70.84,36.52,934.95,58.1,106.16,325.29,3.11,345.67,411.55,2000-09-14 06:00:00,Tropical
80,TC200010,Harrison,-70.99,37.37,934.89,59.5,94.83,352.03,5.25,329.39,402.8,2000-09-14 12:00:00,Tropical
81,TC200010,Harrison,-71.54,37.98,936.26,56.0,83.22,324.66,6.05,306.05,392.02,2000-09-14 18:00:00,Tropical
82,TC200010,Harrison,-71.94,38.42,943.95,51.3,60.24,324.31,5.27,278.54,370.28,2000-09-15 00:00:00,Tropical
83,TC200010,Harrison,-71.58,38.89,951.03,45.5,61.19,30.37,5.12,242.94,339.49,2000-09-15 06:00:00,Tropical
84,TC200010,Harrison,-71.39,39.01,957.5,41.9,21.41,52.72,6.11,210.04,306.7,2000-09-15 12:00:00,Tropical
85,TC200010,Harrison,-71.07,38.67,962.01,40.3,46.04,144.12,6.38,195.5,283.57,2000-09-15 18:00:00,Tropical
86,TC200010,Harrison,-70.2,38.25,965.32,39.7,89.6,121.54,8.17,191.48,262.33,2000-09-16 00:00:00,Tropical
87,TC200010,Harrison,-69.65,37.63,966.69,38.4,83.29,144.73,11.0,191.59,250.71,2000-09-16 06:00:00,Tropical
88,TC200010,Harrison,-68.92,37.13,967.54,37.4,85.71,130.43,12.53,206.42,245.51,2000-09-16 12:00:00,Tropical
89,TC200010,Harrison,-68.19,36.63,964.71,41.1,85.77,130.77,13.96,232.21,251.95,2000-09-16 18:00:00,Tropical
90,TC200010,Harrison,-67.63,36.53,958.68,44.2,51.03,102.01,14.98,253.6,267.72,2000-09-17 00:00:00,Tropical
91,TC200010,Harrison,-66.94,36.41,952.37,50.8,63.22,102.27,17.2,269.86,289.74,2000-09-17 06:00:00,Transition
92,TC200010,Harrison,-65.97,36.53,946.89,52.4,87.5,81.22,20.41,281.36,318.14,2000-09-17 12:00:00,Transition
93,TC200010,Harrison,-64.61,36.75,942.05,53.4,123.99,78.51,22.64,287.67,348.45,2000-09-17 18:00:00,Transition
94,TC200010,Harrison,-62.86,37.24,938.64,54.0,164.03,70.69,25.16,288.89,376.45,2000-09-18 00:00:00,Transition
95,TC200010,Harrison,-60.61,37.84,935.73,56.7,209.8,71.41,30.57,290.66,401.63,2000-09-18 06:00:00,Transition
96,TC200010,Harrison,-58.0,38.62,932.37,61.7,244.2,68.91,33.2,292.89,418.54,2000-09-18 12:00:00,Transition
97,TC200010,Harrison,-54.7,39.97,927.72,64.0,321.02,61.78,37.11,286.21,417.36,2000-09-18 18:00:00,Transition
98,TC200010,Harrison,-51.08,41.65,929.99,57.6,357.48,57.97,41.89,277.4,407.18,2000-09-19 00:00:00,Transition
99,TC200010,Harrison,-48.25,44.35,932.66,50.5,377.95,36.49,41.24,238.14,387.98,2000-09-19 06:00:00,Transition
100,TC200010,Harrison,-46.18,46.25,935.63,44.5,266.07,36.74,36.18,185.7,354.5,2000-09-19 12:00:00,Transition
101,TC200010,Harrison,-43.2,47.38,941.75,43.2,259.46,60.75,31.34,131.77,310.97,2000-09-19 18:00:00,Transition
102,TC200010,Harrison,-39.8,48.79,947.66,39.8,297.11,57.64,23.15,85.58,267.82,2000-09-20 00:00:00,Transition
103,TC200010,Harrison,-36.22,50.06,953.18,36.9,295.51,60.77,14.62,33.69,218.3,2000-09-20 06:00:00,Transition
104,TC200010,Harrison,-32.08,51.73,959.76,34.1,344.31,56.69,13.49,-28.43,123.56,2000-09-20 12:00:00,Extratropical
105,TC200010,Harrison,-27.66,53.19,965.32,31.3,340.35,61.09,16.56,-69.53,-19.49,2000-09-20 18:00:00,Extratropical
106,TC200010,Harrison,-22.81,54.57,970.52,29.3,353.2,63.63,20.45,-115.32,-85.68,2000-09-21 00:00:00,Extratropical
107,TC200010,Harrison,-17.77,55.85,973.62,28.4,349.79,65.55,28.3,-148.67,-139.33,2000-09-21 06:00:00,Extratropical
108,TC200010,Harrison,-12.08,56.8,978.97,27.9,366.21,73.0,43.42,-208.02,-168.45,2000-09-21 12:00:00,Extratropical
109,TC200010,Harrison,-7.15,58.7,983.74,17.9,360.9,53.23,55.71,-233.03,-205.67,2000-09-21 18:00:00,Extratropical
110,TC200403,Frederick,-57.73,23.93,999.74,28.8,91.35,355.07,-1.48,128.25,-53.07,2004-05-04 18:00:00,Tropical
111,TC200403,Frederick,-58.14,23.48,998.43,32.1,64.56,219.96,-1.17,130.83,-48.96,2004-05-05 00:00:00,Tropical
112,TC200403,Frederick,-57.73,23.93,997.44,32.0,64.56,39.78,5.86,139.73,-30.55,2004-05-05 06:00:00,Tropical
113,TC200403,Frederick,-57.21,25.05,996.54,38.3,135.15,22.7,11.59,138.69,0.11,2004-05-05 12:00:00,Tropical
114,TC200403,Frederick,-56.25,26.14,992.46,36.0,155.58,38.21,16.61,141.63,18.98,2004-05-05 18:00:00,Tropical
115,TC200403,Frederick,-56.35,27.18,992.13,32.5,115.89,354.79,14.84,150.63,28.79,2004-05-06 00:00:00,Tropical
116,TC200403,Frederick,-55.82,27.44,993.14,27.5,60.1,61.51,13.13,149.38,52.14,2004-05-06 06:00:00,Tropical
117,TC200403,Frederick,-54.44,28.32,991.6,28.7,167.58,53.91,10.97,146.07,57.71,2004-05-06 12:00:00,Tropical
118,TC200403,Frederick,-53.31,29.21,988.0,28.8,147.61,47.79,8.86,151.24,69.03,2004-05-06 18:00:00,Tropical
119,TC200403,Frederick,-51.78,29.88,987.71,31.0,165.97,63.13,7.88,164.01,86.29,2004-05-07 00:00:00,Tropical
120,TC200403,Frederick,-50.22,30.99,984.69,31.4,193.77,50.11,6.99,167.42,116.01,2004-05-07 06:00:00,Tropical
121,TC200403,Frederick,-49.19,32.59,982.43,35.2,202.62,28.35,5.99,173.61,126.13,2004-05-07 12:00:00,Tropical
122,TC200403,Frederick,-48.82,33.18,978.81,35.5,74.45,27.51,5.5,175.01,147.29,2004-05-07 18:00:00,Tropical
123,TC200403,Frederick,-47.63,32.82,979.39,34.3,117.91,109.82,6.53,164.69,168.9,2004-05-08 00:00:00,Tropical
124,TC200403,Frederick,-45.9,33.24,978.83,35.2,167.76,74.11,8.19,154.45,177.14,2004-05-08 06:00:00,Tropical
125,TC200403,Frederick,-44.72,33.87,979.45,34.7,130.05,57.08,10.97,154.94,155.67,2004-05-08 12:00:00,Tropical
126,TC200403,Frederick,-42.93,35.03,979.32,37.0,209.22,51.55,18.09,154.21,120.61,2004-05-08 18:00:00,Transition
127,TC200403,Frederick,-41.32,36.3,980.31,36.9,202.07,45.48,30.16,146.3,83.85,2004-05-09 00:00:00,Transition
128,TC200403,Frederick,-40.15,37.94,980.78,36.9,210.09,29.1,42.92,136.7,42.82,2004-05-09 06:00:00,Transition
129,TC200403,Frederick,-38.63,39.5,982.03,40.5,218.38,36.85,52.81,117.04,4.83,2004-05-09 12:00:00,Transition
130,TC200403,Frederick,-37.02,41.35,980.07,39.4,246.23,32.97,60.2,83.87,-20.79,2004-05-09 18:00:00,Transition
131,TC200403,Frederick,-35.67,42.87,980.49,36.2,202.78,32.88,66.17,46.23,-40.01,2004-05-10 00:00:00,Transition
132,TC200403,Frederick,-33.79,44.62,982.02,32.4,246.23,37.2,68.38,8.29,-63.55,2004-05-10 06:00:00,Transition
133,TC200403,Frederick,-32.03,47.16,986.81,29.9,312.97,24.96,69.13,-27.91,-83.96,2004-05-10 12:00:00,Extratropical
134,TC200403,Frederick,-30.97,49.62,988.32,27.0,285.04,15.49,70.16,-59.65,-105.93,2004-05-10 18:00:00,Extratropical
135,TC200403,Frederick,-30.28,51.44,988.92,25.1,208.56,13.08,70.01,-84.07,-119.93,2004-05-11 00:00:00,Extratropical
136,TC200403,Frederick,-29.6,53.27,989.51,23.3,208.13,12.57,68.43,-99.7,-127.73,2004-05-11 06:00:00,Extratropical
137,TC200403,Frederick,-29.08,54.62,989.34,22.3,153.61,12.44,66.8,-107.26,-131.95,2004-05-11 12:00:00,Extratropical
138,TC200403,Frederick,-28.75,55.28,987.2,24.6,77.27,15.71,65.19,-111.49,-135.3,2004-05-11 18:00:00,Extratropical
139,TC200403,Frederick,-25.99,56.66,992.19,28.2,229.9,47.79,64.28,-117.21,-149.23,2004-05-12 00:00:00,Extratropical
140,TC200407,Jacob,-21.55,13.51,1004.88,22.6,180.15,304.77,13.4,23.29,35.41,2004-09-24 18:00:00,Tropical
141,TC200407,Jacob,-23.43,13.7,1004.94,23.1,204.2,275.99,12.85,34.51,42.94,2004-09-25 00:00:00,Tropical
142,TC200407,Jacob,-24.98,13.83,998.13,25.9,167.71,274.83,11.91,49.72,62.72,2004-09-25 06:00:00,Tropical
143,TC200407,Jacob,-26.37,14.57,997.66,30.6,171.56,298.79,10.68,81.38,80.07,2004-09-25 12:00:00,Tropical
144,TC200407,Jacob,-28.57,14.88,992.63,32.2,239.12,278.25,8.19,113.28,98.7,2004-09-25 18:00:00,Tropical
145,TC200407,Jacob,-29.98,15.09,994.34,34.9,153.18,278.63,6.2,138.89,113.95,2004-09-26 00:00:00,Tropical
146,TC200407,Jacob,-31.7,15.52,990.99,37.8,190.74,284.65,4.76,158.19,116.33,2004-09-26 06:00:00,Tropical
147,TC200407,Jacob,-33.09,15.96,989.25,38.1,156.4,288.07,3.53,178.77,123.06,2004-09-26 12:00:00,Tropical
148,TC200407,Jacob,-34.55,16.15,980.77,40.8,157.25,277.9,1.37,192.58,117.35,2004-09-26 18:00:00,Tropical
149,TC200407,Jacob,-36.02,16.34,986.32,35.7,158.03,277.72,-1.06,206.22,109.05,2004-09-27 00:00:00,Tropical
150,TC200407,Jacob,-37.38,16.58,985.33,41.0,147.29,280.22,-2.83,207.7,100.85,2004-09-27 06:00:00,Tropical
151,TC200407,Jacob,-38.36,16.97,986.81,40.3,113.17,292.72,-5.67,212.17,97.01,2004-09-27 12:00:00,Tropical
152,TC200407,Jacob,-39.94,17.33,986.69,36.9,172.88,283.56,-8.17,220.37,62.97,2004-09-27 18:00:00,Tropical
153,TC200407,Jacob,-40.94,17.72,991.1,35.9,114.54,291.98,-8.31,229.7,56.46,2004-09-28 00:00:00,Tropical
154,TC200407,Jacob,-42.15,18.01,989.02,36.5,131.94,284.52,-8.98,227.55,48.02,2004-09-28 06:00:00,Tropical
155,TC200407,Jacob,-43.48,18.25,993.59,32.1,143.75,280.65,-10.72,232.07,16.66,2004-09-28 12:00:00,Tropical
156,TC200407,Jacob,-44.65,18.93,993.74,32.5,144.38,301.43,-11.4,221.89,-2.14,2004-09-28 18:00:00,Tropical
157,TC200407,Jacob,-45.23,19.13,994.85,37.2,64.31,290.55,-12.66,229.34,0.18,2004-09-29 00:00:00,Tropical
158,TC200407,Jacob,-45.87,19.67,992.92,37.6,90.41,311.55,-15.39,235.91,-10.38,2004-09-29 06:00:00,Tropical
159,TC200407,Jacob,-46.6,20.17,993.57,34.3,94.41,306.4,-16.27,243.71,-30.25,2004-09-29 12:00:00,Tropical
160,TC200407,Jacob,-47.5,21.2,991.18,34.3,147.56,320.67,-15.56,242.45,-4.85,2004-09-29 18:00:00,Tropical
161,TC200407,Jacob,-48.25,21.69,992.11,41.3,94.74,305.8,-14.23,250.95,18.73,2004-09-30 00:00:00,Tropical
162,TC200407,Jacob,-48.82,22.04,990.52,35.1,70.61,302.72,-12.61,240.85,35.41,2004-09-30 06:00:00,Tropical
163,TC200407,Jacob,-49.37,22.62,989.73,33.5,86.2,318.9,-7.96,235.28,66.65,2004-09-30 12:00:00,Tropical
164,TC200407,Jacob,-49.73,23.29,977.7,42.4,83.14,334.21,-4.28,229.39,115.31,2004-09-30 18:00:00,Tropical
165,TC200407,Jacob,-49.88,24.05,978.96,44.1,86.28,349.56,-0.37,238.83,169.99,2004-10-01 00:00:00,Tropical
166,TC200407,Jacob,-50.24,24.73,972.49,52.5,83.12,334.02,2.64,242.91,223.15,2004-10-01 06:00:00,Tropical
167,TC200407,Jacob,-49.91,25.33,953.55,53.9,75.79,26.57,5.82,243.93,276.44,2004-10-01 12:00:00,Tropical
168,TC200407,Jacob,-49.63,26.06,927.61,72.4,85.05,19.11,6.43,248.14,323.62,2004-10-01 18:00:00,Tropical
169,TC200407,Jacob,-49.13,26.87,948.54,75.5,102.54,28.41,7.18,256.92,362.5,2004-10-02 00:00:00,Tropical
170,TC200407,Jacob,-48.47,27.37,938.1,76.0,86.33,49.18,7.5,259.43,373.35,2004-10-02 06:00:00,Tropical
171,TC200407,Jacob,-47.75,28.26,941.79,62.7,121.69,35.41,8.99,266.42,373.98,2004-10-02 12:00:00,Tropical
172,TC200407,Jacob,-47.33,29.25,940.36,65.6,116.72,20.29,9.11,294.84,380.56,2004-10-02 18:00:00,Tropical
173,TC200407,Jacob,-46.53,30.01,945.53,69.8,115.12,42.33,9.19,302.47,366.63,2004-10-03 00:00:00,Tropical
174,TC200407,Jacob,-45.51,31.2,940.89,64.8,164.19,36.09,11.22,315.81,351.92,2004-10-03 06:00:00,Tropical
175,TC200407,Jacob,-44.24,32.45,957.56,56.4,183.82,40.4,12.31,329.11,335.82,2004-10-03 12:00:00,Tropical
176,TC200407,Jacob,-43.19,34.17,946.78,57.2,214.36,26.84,12.89,332.8,325.1,2004-10-03 18:00:00,Tropical
177,TC200407,Jacob,-41.95,36.11,953.69,55.7,243.78,27.11,12.41,319.96,314.27,2004-10-04 00:00:00,Tropical
178,TC200407,Jacob,-40.59,38.24,950.33,56.9,265.74,26.4,11.28,303.29,313.53,2004-10-04 06:00:00,Tropical
179,TC200407,Jacob,-38.7,40.56,949.24,54.3,304.28,31.48,10.25,263.02,298.14,2004-10-04 12:00:00,Tropical
180,TC200407,Jacob,-36.19,42.97,951.23,55.3,339.34,37.07,12.92,213.37,234.86,2004-10-04 18:00:00,Tropical
181,TC200407,Jacob,-32.96,46.15,956.55,52.4,436.98,34.82,19.85,154.63,146.96,2004-10-05 00:00:00,Transition
182,TC200407,Jacob,-29.14,49.97,962.61,49.7,510.72,32.34,30.73,70.2,38.02,2004-10-05 06:00:00,Transition
183,TC200407,Jacob,-25.13,54.91,964.18,44.8,613.14,24.6,42.22,18.02,-52.51,2004-10-05 12:00:00,Transition
184,TC200407,Jacob,-22.16,59.63,958.97,35.3,553.74,17.35,50.65,-37.83,-130.72,2004-10-05 18:00:00,Extratropical
185,TC200510,Samson,-26.53,13.2,1008.05,13.2,165.75,12.68,6.31,-40.21,8.3,2005-08-31 18:00:00,Pre-Tropical
186,TC200510,Samson,-27.62,14.29,1009.41,14.8,168.11,315.89,6.47,-28.6,5.54,2005-09-01 00:00:00,Pre-Tropical
187,TC200510,Samson,-29.2,14.42,1004.77,18.5,171.28,274.83,9.0,-6.9,16.71,2005-09-01 06:00:00,Pre-Tropical
188,TC200510,Samson,-30.93,14.27,1004.92,22.6,186.79,265.19,10.32,31.2,23.08,2005-09-01 12:00:00,Tropical
189,TC200510,Samson,-31.62,13.99,1000.41,22.5,80.52,247.06,10.32,58.63,40.34,2005-09-01 18:00:00,Tropical
190,TC200510,Samson,-32.23,14.74,999.28,28.4,106.08,321.9,9.57,81.45,37.65,2005-09-02 00:00:00,Tropical
191,TC200510,Samson,-33.92,15.05,997.76,23.4,185.59,280.6,7.53,94.57,44.24,2005-09-02 06:00:00,Tropical
192,TC200510,Samson,-34.99,15.18,998.8,23.9,115.54,277.18,4.53,102.41,56.26,2005-09-02 12:00:00,Tropical
193,TC200510,Samson,-36.14,16.07,994.41,26.9,157.8,309.13,5.04,97.24,72.82,2005-09-02 18:00:00,Tropical
194,TC200510,Samson,-37.97,17.13,995.59,30.2,227.63,301.28,4.55,106.45,80.24,2005-09-03 00:00:00,Tropical
195,TC200510,Samson,-40.13,17.25,993.25,30.7,230.72,273.29,1.94,122.56,109.22,2005-09-03 06:00:00,Tropical
196,TC200510,Samson,-41.84,17.33,991.32,33.0,181.85,272.84,0.43,141.18,150.55,2005-09-03 12:00:00,Tropical
197,TC200510,Samson,-43.79,17.89,980.08,40.0,215.49,286.93,-0.38,163.77,190.16,2005-09-03 18:00:00,Tropical
198,TC200510,Samson,-45.24,17.85,961.79,50.3,153.61,268.1,-0.67,186.27,230.15,2005-09-04 00:00:00,Tropical
199,TC200510,Samson,-46.47,18.12,951.7,67.7,133.53,283.24,-0.99,202.94,276.69,2005-09-04 06:00:00,Tropical
200,TC200510,Samson,-47.83,18.33,942.15,72.6,145.31,279.36,-0.37,212.91,313.02,2005-09-04 12:00:00,Tropical
201,TC200510,Samson,-49.17,18.78,925.35,75.2,149.59,289.39,0.19,221.24,336.96,2005-09-04 18:00:00,Tropical
202,TC200510,Samson,-50.22,19.12,910.2,69.8,117.44,288.96,0.65,226.8,355.78,2005-09-05 00:00:00,Tropical
203,TC200510,Samson,-51.28,19.46,908.98,71.3,117.62,288.58,-0.04,229.69,372.43,2005-09-05 06:00:00,Tropical
