,Code,Name,Lon,Lat,SLP(hPa),Winds(m/s),Dist(m),Angle,B,VLT,VUT,Time(Z),Storm Phase
1450,TC202106,Kyle,-44.64,38.17,934.06,57.6,122.51,50.8,8.91,314.88,384.28,2021-09-19 18:00:00,Tropical
1451,TC202106,Kyle,-43.63,38.69,933.37,58.2,106.01,56.63,6.34,316.42,378.32,2021-09-20 00:00:00,Tropical
1452,TC202106,Kyle,-43.11,39.62,936.4,53.8,111.61,23.32,5.95,313.18,376.64,2021-09-20 06:00:00,Tropical
1453,TC202106,Kyle,-42.68,40.71,939.87,55.3,126.9,16.34,6.78,305.67,373.25,2021-09-20 12:00:00,Tropical
1454,TC202106,Kyle,-42.81,42.74,940.61,55.4,226.48,357.49,9.79,280.59,353.82,2021-09-20 18:00:00,Tropical
1455,TC202106,Kyle,-42.8,45.01,944.84,50.8,252.41,0.17,18.67,237.1,312.18,2021-09-21 00:00:00,Transition
1456,TC202106,Kyle,-42.19,47.59,953.71,48.6,290.38,8.9,32.41,178.45,260.96,2021-09-21 06:00:00,Transition
1457,TC202106,Kyle,-40.56,50.43,964.68,41.2,337.3,19.95,44.95,117.73,189.15,2021-09-21 12:00:00,Transition
1458,TC202106,Kyle,-37.24,52.75,971.85,34.7,344.47,40.62,56.23,37.9,78.46,2021-09-21 18:00:00,Transition
1459,TC202106,Kyle,-32.4,54.41,977.76,31.7,369.88,59.2,63.34,-20.24,-27.24,2021-09-22 00:00:00,Extratropical
1460,TC202106,Kyle,-25.43,55.55,981.54,30.4,461.78,73.86,65.2,-69.93,-65.99,2021-09-22 06:00:00,Extratropical
1461,TC202106,Kyle,-17.77,55.85,986.45,29.7,480.91,85.93,67.89,-127.81,-93.3,2021-09-22 12:00:00,Extratropical
1462,TC202107,Lorraine,-63.91,35.58,1011.37,16.9,46.3,207.73,-0.74,41.76,-58.79,2021-09-09 00:00:00,Tropical
1463,TC202107,Lorraine,-64.15,35.21,1011.46,14.2,46.34,207.84,-0.46,36.07,-50.85,2021-09-09 06:00:00,Tropical
1464,TC202107,Lorraine,-64.96,35.27,1011.74,17.7,73.98,275.71,2.41,29.73,-37.39,2021-09-09 12:00:00,Tropical
1465,TC202107,Lorraine,-65.13,35.48,1010.42,17.6,27.82,327.13,5.24,20.26,-22.59,2021-09-09 18:00:00,Tropical
1466,TC202107,Lorraine,-65.3,35.69,1009.11,17.5,27.8,327.19,4.89,15.53,-2.93,2021-09-10 00:00:00,Tropical
1467,TC202107,Lorraine,-65.46,35.9,1007.79,17.4,27.77,327.26,1.59,16.89,11.09,2021-09-10 06:00:00,Tropical
1468,TC202107,Lorraine,-65.13,36.08,1006.29,16.8,35.73,56.67,-1.59,23.57,11.59,2021-09-10 12:00:00,Tropical
1469,TC202107,Lorraine,-64.72,36.3,1004.46,15.2,44.16,56.88,-4.31,31.09,5.16,2021-09-10 18:00:00,Tropical
1470,TC202107,Lorraine,-63.49,36.68,1002.59,16.8,117.95,68.61,-5.53,34.7,-8.68,2021-09-11 00:00:00,Tropical
1471,TC202107,Lorraine,-62.37,36.6,1000.58,20.3,100.49,95.02,-3.06,43.51,-31.94,2021-09-11 06:00:00,Tropical
1472,TC202107,Lorraine,-60.9,36.83,999.93,20.6,133.27,79.08,0.82,39.23,-53.69,2021-09-11 12:00:00,Tropical
1473,TC202107,Lorraine,-58.41,37.35,997.36,24.6,228.31,75.27,7.12,31.78,-86.48,2021-09-11 18:00:00,Tropical
1474,TC202107,Lorraine,-55.63,38.3,996.72,24.5,265.85,66.35,13.02,31.4,-90.12,2021-09-12 00:00:00,Tropical
1475,TC202107,Lorraine,-53.26,39.46,993.31,27.7,242.28,57.47,19.17,27.05,-90.0,2021-09-12 06:00:00,Transition
1476,TC202107,Lorraine,-50.18,39.17,994.25,29.0,267.36,96.79,24.92,28.91,-91.1,2021-09-12 12:00:00,Transition
1477,TC202107,Lorraine,-47.7,39.79,995.12,31.9,223.57,72.14,28.98,55.57,-92.71,2021-09-12 18:00:00,Transition
1478,TC202107,Lorraine,-44.42,40.57,994.5,31.2,291.36,72.5,29.93,97.45,-82.98,2021-09-13 00:00:00,Transition
1479,TC202107,Lorraine,-41.77,40.95,991.55,33.5,227.49,79.1,31.55,134.07,-104.87,2021-09-13 06:00:00,Transition
1480,TC202107,Lorraine,-38.98,41.64,992.33,33.4,245.0,71.7,32.15,166.77,-123.87,2021-09-13 12:00:00,Transition
1481,TC202107,Lorraine,-36.54,42.5,994.39,31.5,222.7,64.4,31.68,181.08,-139.08,2021-09-13 18:00:00,Transition
1482,TC202107,Lorraine,-34.65,43.57,997.59,28.4,194.88,51.7,31.12,157.24,-158.51,2021-09-14 00:00:00,Transition
1483,TC202107,Lorraine,-32.87,44.96,998.15,27.0,209.49,42.19,33.86,97.09,-183.37,2021-09-14 06:00:00,Transition
1484,TC202107,Lorraine,-31.25,46.0,1002.32,26.4,171.26,47.05,44.4,15.17,-209.55,2021-09-14 12:00:00,Transition
1485,TC202107,Lorraine,-29.5,48.0,1002.56,24.1,258.97,30.14,56.9,-75.4,-240.61,2021-09-14 18:00:00,Extratropical
1486,TC202107,Lorraine,-27.0,50.75,1002.39,23.5,355.3,29.63,71.1,-177.99,-274.81,2021-09-15 00:00:00,Extratropical
1487,TC202107,Lorraine,-23.25,53.0,1001.94,20.8,358.9,44.81,84.39,-237.3,-298.8,2021-09-15 06:00:00,Extratropical
1488,TC202107,Lorraine,-19.25,56.0,1002.77,19.1,421.76,36.38,92.7,-255.17,-307.47,2021-09-15 12:00:00,Extratropical
1489,TC202308,Victor,-47.57,17.32,1009.14,18.2,151.73,264.75,6.82,23.75,-6.43,2023-08-25 06:00:00,Tropical
1490,TC202308,Victor,-48.99,17.19,1008.85,16.6,151.84,264.76,6.61,33.08,-6.7,2023-08-25 12:00:00,Tropical
1491,TC202308,Victor,-49.62,17.96,1007.16,22.5,108.7,322.0,1.77,50.05,0.82,2023-08-25 18:00:00,Tropical
1492,TC202308,Victor,-50.73,18.88,1007.34,25.1,155.56,311.16,-3.26,71.12,-6.19,2023-08-26 00:00:00,Tropical
1493,TC202308,Victor,-52.26,20.07,1005.81,26.8,207.13,309.77,-7.07,85.58,-12.86,2023-08-26 06:00:00,Tropical
1494,TC202308,Victor,-54.47,21.53,1008.05,23.5,281.66,305.47,-8.56,103.62,-28.78,2023-08-26 12:00:00,Tropical
1495,TC202308,Victor,-56.55,21.96,1007.79,21.8,220.16,282.57,-12.05,117.57,-38.04,2023-08-26 18:00:00,Tropical
1496,TC202308,Victor,-57.45,22.35,1008.14,24.1,102.86,295.38,-11.8,132.73,-55.07,2023-08-27 00:00:00,Tropical
1497,TC202308,Victor,-58.54,24.14,1006.72,26.5,226.97,331.16,-12.56,142.96,-53.38,2023-08-27 06:00:00,Tropical
1498,TC202308,Victor,-59.96,24.49,1004.91,24.8,150.02,285.37,-17.06,166.64,-56.19,2023-08-27 12:00:00,Tropical
1499,TC202308,Victor,-60.68,25.61,1006.6,24.7,143.53,330.18,-19.93,191.93,-54.0,2023-08-27 18:00:00,Tropical
1500,TC202308,Victor,-61.56,27.37,1005.88,31.2,213.97,336.05,-20.11,215.72,-50.35,2023-08-28 00:00:00,Tropical
1501,TC202308,Victor,-62.95,28.37,1004.22,28.2,176.44,309.58,-19.61,224.99,-36.31,2023-08-28 06:00:00,Tropical
1502,TC202308,Victor,-64.23,29.43,1003.43,30.8,172.07,313.51,-17.72,232.72,-33.7,2023-08-28 12:00:00,Tropical
1503,TC202308,Victor,-66.05,29.95,1005.51,26.1,184.51,288.11,-12.1,214.41,-32.32,2023-08-28 18:00:00,Tropical
1504,TC202308,Victor,-66.71,30.46,1006.54,26.1,85.68,312.34,-10.55,196.26,-19.19,2023-08-29 00:00:00,Tropical
1505,TC202308,Victor,-67.56,30.62,1006.44,28.1,83.19,282.17,-6.35,178.93,-8.98,2023-08-29 06:00:00,Tropical
1506,TC202308,Victor,-68.17,31.42,1005.49,30.4,105.95,327.03,-1.31,162.41,-8.78,2023-08-29 12:00:00,Tropical
1507,TC202308,Victor,-68.9,31.64,1008.02,20.4,73.89,289.41,3.12,141.54,-11.96,2023-08-29 18:00:00,Tropical
1508,TC202308,Victor,-69.41,31.33,1009.09,20.1,58.39,234.77,4.19,137.98,-0.18,2023-08-30 00:00:00,Tropical
1509,TC202308,Victor,-70.17,31.37,1009.85,21.9,73.03,273.16,9.91,122.43,2.1,2023-08-30 06:00:00,Tropical
1510,TC202308,Victor,-70.58,31.53,1009.72,21.1,42.56,294.48,13.27,116.76,-17.26,2023-08-30 12:00:00,Tropical
1511,TC202308,Victor,-71.94,31.6,1010.13,20.4,129.23,273.24,10.8,108.48,-18.01,2023-08-30 18:00:00,Tropical
1512,TC202308,Victor,-72.21,31.01,1005.05,28.9,70.09,201.33,10.02,112.66,-34.02,2023-08-31 00:00:00,Tropical
1513,TC202308,Victor,-73.41,31.57,1008.47,22.3,130.39,298.89,10.32,107.73,-38.06,2023-08-31 06:00:00,Tropical
1514,TC202308,Victor,-73.92,31.49,1008.89,23.5,48.73,259.87,8.84,108.96,-41.86,2023-08-31 12:00:00,Tropical
1515,TC202308,Victor,-74.54,31.34,1008.23,22.9,61.02,253.59,3.81,103.26,-32.09,2023-08-31 18:00:00,Tropical
1516,TC202308,Victor,-74.4,31.17,1007.55,24.1,22.74,144.62,0.95,121.14,-41.88,2023-09-01 00:00:00,Tropical
1517,TC202308,Victor,-74.58,31.73,1005.28,21.3,64.61,344.64,-1.55,142.15,-6.08,2023-09-01 06:00:00,Tropical
1518,TC202308,Victor,-74.58,31.73,998.42,29.4,0.0,0.0,-4.19,175.83,17.65,2023-09-01 12:00:00,Tropical
1519,TC202308,Victor,-74.1,32.06,985.54,42.8,57.7,51.49,-5.37,204.75,61.21,2023-09-01 18:00:00,Tropical
1520,TC202308,Victor,-73.76,32.54,984.33,40.1,63.06,30.5,-3.58,224.39,84.81,2023-09-02 00:00:00,Tropical
1521,TC202308,Victor,-73.57,32.67,976.84,37.5,22.02,51.87,-2.58,226.11,140.54,2023-09-02 06:00:00,Tropical
1522,TC202308,Victor,-73.39,32.79,987.48,40.1,21.95,51.96,-1.8,220.58,158.02,2023-09-02 12:00:00,Tropical
1523,TC202308,Victor,-73.46,33.42,982.49,44.9,70.93,354.66,-0.79,214.38,187.67,2023-09-02 18:00:00,Tropical
1524,TC202308,Victor,-72.86,33.39,983.9,45.9,56.04,93.36,-0.44,211.67,199.87,2023-09-03 00:00:00,Tropical
1525,TC202308,Victor,-72.6,33.98,978.36,46.0,69.55,20.12,0.31,210.51,235.49,2023-09-03 06:00:00,Tropical
1526,TC202308,Victor,-71.91,34.41,977.82,54.2,79.16,52.48,2.02,218.8,248.94,2023-09-03 12:00:00,Tropical
1527,TC202308,Victor,-70.29,34.99,975.07,60.4,161.58,66.42,3.97,225.1,278.62,2023-09-03 18:00:00,Tropical
1528,TC202308,Victor,-68.93,35.54,963.04,55.3,138.15,63.59,6.8,230.32,297.57,2023-09-04 00:00:00,Tropical
1529,TC202308,Victor,-67.14,36.3,948.26,63.8,181.87,62.15,10.26,230.94,297.49,2023-09-04 06:00:00,Tropical
1530,TC202308,Victor,-64.75,36.93,956.99,62.8,224.49,71.79,15.82,232.77,272.7,2023-09-04 12:00:00,Transition
1531,TC202308,Victor,-62.09,37.61,966.97,64.5,247.07,71.84,21.99,238.06,225.94,2023-09-04 18:00:00,Transition
1532,TC202308,Victor,-59.02,38.56,974.76,49.1,288.73,68.53,30.0,236.62,144.77,2023-09-05 00:00:00,Transition
1533,TC202308,Victor,-55.63,39.37,968.59,46.6,306.44,72.68,38.97,218.54,40.31,2023-09-05 06:00:00,Transition
1534,TC202308,Victor,-51.5,40.69,977.9,47.4,381.85,66.97,48.06,161.59,-55.54,2023-09-05 12:00:00,Transition
1535,TC202308,Victor,-47.18,42.31,983.26,44.3,402.11,62.97,60.19,83.15,-137.93,2023-09-05 18:00:00,Transition
1536,TC202308,Victor,-42.66,44.29,989.02,38.1,426.99,58.26,73.85,-26.0,-210.01,2023-09-06 00:00:00,Extratropical
1537,TC202308,Victor,-37.86,46.97,988.99,35.2,476.65,50.37,89.34,-138.67,-259.96,2023-09-06 06:00:00,Extratropical
1538,TC202308,Victor,-32.25,49.5,990.5,30.4,501.84,54.93,103.22,-236.29,-295.7,2023-09-06 12:00:00,Extratropical
1539,TC202308,Victor,-25.25,53.0,989.47,30.8,623.1,49.84,115.87,-292.82,-319.5,2023-09-06 18:00:00,Extratropical
1540,TC202308,Victor,-18.5,55.75,985.13,30.6,533.16,53.75,118.39,-314.34,-324.48,2023-09-07 00:00:00,Extratropical
1541,TC202704,Oscar,-17.77,17.06,1002.02,20.0,103.39,249.97,3.61,48.91,19.28,2027-08-24 06:00:00,Tropical
1542,TC202704,Oscar,-18.16,17.31,1002.5,23.7,49.7,303.37,4.32,47.18,29.84,2027-08-24 12:00:00,Tropical
1543,TC202704,Oscar,-18.62,18.54,1000.42,30.5,145.1,340.46,5.36,44.18,32.9,2027-08-24 18:00:00,Tropical
1544,TC202704,Oscar,-21.41,19.52,1002.02,29.0,313.01,290.46,3.53,48.11,43.88,2027-08-25 00:00:00,Tropical
1545,TC202704,Oscar,-23.28,18.36,1000.48,24.4,235.45,236.93,2.75,49.34,52.91,2027-08-25 06:00:00,Tropical
1546,TC202704,Oscar,-23.93,18.66,1001.7,26.5,75.99,295.99,1.39,65.02,63.92,2027-08-25 12:00:00,Tropical
1547,TC202704,Oscar,-25.91,18.48,999.01,27.0,209.6,264.7,-1.13,82.06,60.18,2027-08-25 18:00:00,Tropical
1548,TC202704,Oscar,-27.47,18.33,1001.08,24.8,164.79,264.09,-4.32,97.18,61.55,2027-08-26 00:00:00,Tropical
1549,TC202704,Oscar,-28.6,18.25,1000.33,23.7,120.34,265.63,-4.55,109.85,46.9,2027-08-26 06:00:00,Tropical
1550,TC202704,Oscar,-30.16,18.08,1002.39,24.0,165.36,263.75,-5.41,120.44,37.93,2027-08-26 12:00:00,Tropical
1551,TC202704,Oscar,-31.76,18.03,1001.93,23.4,169.1,268.01,-5.79,123.51,23.37,2027-08-26 18:00:00,Tropical
1552,TC202704,Oscar,-33.43,18.16,1004.1,23.6,177.46,274.62,-4.38,125.98,11.79,2027-08-27 00:00:00,Tropical
1553,TC202704,Oscar,-35.39,18.39,1003.38,23.0,208.2,277.13,-1.98,122.14,7.42,2027-08-27 06:00:00,Tropical
1554,TC202704,Oscar,-37.45,17.92,1005.2,21.2,224.71,256.45,-1.77,117.81,7.43,2027-08-27 12:00:00,Tropical
1555,TC202704,Oscar,-38.64,17.65,1004.15,18.1,128.59,256.8,0.15,108.55,1.38,2027-08-27 18:00:00,Tropical
1556,TC202704,Oscar,-40.23,18.02,1005.88,20.6,173.34,283.5,0.68,90.77,-4.1,2027-08-28 00:00:00,Tropical
1557,TC202704,Oscar,-41.75,18.18,1005.5,21.2,162.22,276.51,-0.02,82.61,-7.69,2027-08-28 06:00:00,Tropical
1558,TC202704,Oscar,-43.48,19.07,1007.56,22.3,206.82,298.71,-2.47,67.15,-15.15,2027-08-28 12:00:00,Tropical
1559,TC202704,Oscar,-45.55,19.81,1005.85,28.7,232.5,290.75,-5.58,67.42,-31.97,2027-08-28 18:00:00,Tropical
1560,TC202704,Oscar,-46.05,21.83,1007.03,28.9,230.68,347.27,-7.31,74.7,-30.75,2027-08-29 00:00:00,Tropical
1561,TC202704,Oscar,-47.86,22.69,1004.43,30.1,209.66,297.23,-9.52,103.97,-25.43,2027-08-29 06:00:00,Tropical
1562,TC202704,Oscar,-49.65,21.89,1003.97,23.2,203.94,244.36,-12.68,121.26,-29.37,2027-08-29 12:00:00,Tropical
1563,TC202704,Oscar,-49.93,23.2,1004.61,23.8,148.22,348.68,-14.87,154.31,-32.62,2027-08-29 18:00:00,Tropical
1564,TC202704,Oscar,-51.59,24.58,1005.6,26.3,228.18,312.46,-14.52,173.67,-23.3,2027-08-30 00:00:00,Tropical
1565,TC202704,Oscar,-52.87,25.2,1000.96,31.4,146.64,298.49,-14.68,194.1,-32.39,2027-08-30 06:00:00,Tropical
1566,TC202704,Oscar,-54.1,25.71,1001.29,29.4,135.22,294.57,-12.08,203.95,-21.91,2027-08-30 12:00:00,Tropical
1567,TC202704,Oscar,-55.21,26.88,998.65,32.5,170.89,319.72,-9.15,217.22,-6.8,2027-08-30 18:00:00,Tropical
1568,TC202704,Oscar,-55.93,27.62,993.68,32.2,108.91,319.65,-4.85,220.68,6.24,2027-08-31 00:00:00,Tropical
1569,TC202704,Oscar,-57.06,28.31,998.93,27.1,134.89,304.99,-0.75,221.7,38.17,2027-08-31 06:00:00,Tropical
1570,TC202704,Oscar,-58.0,28.95,994.31,30.4,115.93,307.72,1.59,222.37,73.59,2027-08-31 12:00:00,Tropical
1571,TC202704,Oscar,-58.33,29.88,988.95,34.0,108.83,342.76,3.77,231.93,71.83,2027-08-31 18:00:00,Tropical
1572,TC202704,Oscar,-58.41,31.09,988.0,39.9,134.45,356.72,7.14,240.77,79.84,2027-09-01 00:00:00,Tropical
1573,TC202704,Oscar,-58.24,31.65,988.84,35.7,64.58,14.95,9.44,239.98,116.0,2027-09-01 06:00:00,Tropical
1574,TC202704,Oscar,-57.57,32.82,980.89,42.3,144.59,25.37,10.67,245.4,138.33,2027-09-01 12:00:00,Tropical
1575,TC202704,Oscar,-57.12,33.65,979.9,45.4,101.17,24.4,11.86,245.89,170.37,2027-09-01 18:00:00,Tropical
1576,TC202704,Oscar,-55.88,34.82,972.83,49.0,173.41,41.0,13.37,235.82,221.15,2027-09-02 00:00:00,Tropical
1577,TC202704,Oscar,-54.18,35.78,957.54,49.6,186.8,55.19,15.76,233.12,267.95,2027-09-02 06:00:00,Transition
1578,TC202704,Oscar,-51.85,36.93,954.36,56.8,245.17,58.05,18.44,240.19,283.34,2027-09-02 12:00:00,Transition
1579,TC202704,Oscar,-49.28,38.23,957.29,56.4,268.58,56.99,20.96,244.02,278.99,2027-09-02 18:00:00,Transition
1580,TC202704,Oscar,-45.53,39.68,953.46,56.3,362.24,63.29,25.32,246.87,236.89,2027-09-03 00:00:00,Transition
1581,TC202704,Oscar,-41.68,41.31,953.29,58.3,372.54,60.32,29.51,233.17,186.15,2027-09-03 06:00:00,Transition
1582,TC202704,Oscar,-37.16,42.77,960.85,52.1,406.85,66.15,32.99,193.63,138.3,2027-09-03 12:00:00,Transition
1583,TC202704,Oscar,-31.85,45.11,964.03,49.1,497.93,57.74,37.52,144.54,94.88,2027-09-03 18:00:00,Transition
1584,TC202704,Oscar,-26.61,47.53,962.92,45.8,484.11,55.31,45.95,88.94,55.64,2027-09-04 00:00:00,Transition
1585,TC202704,Oscar,-21.04,49.89,962.02,44.5,485.55,56.44,52.95,29.49,0.32,2027-09-04 06:00:00,Transition
1586,TC202704,Oscar,-16.19,52.29,965.2,40.3,431.29,50.76,63.43,-23.63,-50.63,2027-09-04 12:00:00,Extratropical
1587,TC202704,Oscar,-12.63,54.92,965.23,34.8,375.27,37.46,70.47,-78.45,-106.9,2027-09-04 18:00:00,Extratropical
1588,TC202704,Oscar,-9.79,57.09,965.69,33.7,299.22,35.23,74.48,-133.62,-162.63,2027-09-05 00:00:00,Extratropical
1589,TC202704,Oscar,-7.29,58.02,967.47,29.6,181.03,55.04,76.63,-178.59,-221.2,2027-09-05 06:00:00,Extratropical
1590,TC202705,Rachel,-71.03,27.83,1002.35,32.3,163.04,53.56,21.76,131.3,-118.64,2027-10-23 00:00:00,Pre-Tropical
1591,TC202705,Rachel,-70.83,28.88,1000.88,30.8,117.72,9.56,23.38,117.19,-110.22,2027-10-23 06:00:00,Pre-Tropical
1592,TC202705,Rachel,-70.62,29.92,999.41,29.3,117.69,9.46,25.3,91.58,-111.07,2027-10-23 12:00:00,Pre-Tropical
1593,TC202705,Rachel,-70.42,30.96,997.93,27.7,117.66,9.36,26.13,110.4,-123.82,2027-10-23 18:00:00,Pre-Tropical
1594,TC202705,Rachel,-70.22,32.01,996.46,26.2,117.62,9.26,30.56,109.36,-124.39,2027-10-24 00:00:00,Pre-Tropical
1595,TC202705,Rachel,-70.16,33.22,990.98,35.9,134.81,2.25,37.9,125.56,-113.42,2027-10-24 06:00:00,Pre-Tropical
1596,TC202705,Rachel,-69.13,34.51,986.09,35.1,172.17,33.45,36.13,175.33,-88.54,2027-10-24 12:00:00,Pre-Tropical
1597,TC202705,Rachel,-68.53,35.77,985.6,34.5,150.45,20.81,25.11,224.92,-30.9,2027-10-24 18:00:00,Pre-Tropical
1598,TC202705,Rachel,-69.6,36.33,978.78,40.5,114.09,303.21,13.49,274.23,39.34,2027-10-25 00:00:00,Tropical
1599,TC202705,Rachel,-69.91,36.14,972.58,42.9,35.32,234.05,3.03,301.31,98.2,2027-10-25 06:00:00,Tropical
1600,TC202705,Rachel,-70.16,35.74,972.47,40.3,49.87,206.49,-7.63,309.26,137.91,2027-10-25 12:00:00,Tropical
1601,TC202705,Rachel,-70.53,35.27,974.62,36.2,62.27,212.16,-9.7,300.93,154.31,2027-10-25 18:00:00,Tropical
1602,TC202705,Rachel,-70.51,34.34,974.77,38.1,102.38,179.4,-3.48,298.94,152.74,2027-10-26 00:00:00,Tropical
1603,TC202705,Rachel,-70.53,33.66,970.69,41.3,75.57,181.07,2.33,289.09,153.56,2027-10-26 06:00:00,Tropical
1604,TC202705,Rachel,-69.64,33.28,964.8,46.5,92.87,117.24,7.06,285.98,167.26,2027-10-26 12:00:00,Tropical
1605,TC202705,Rachel,-68.97,33.02,957.26,48.8,69.15,114.77,12.27,288.25,208.98,2027-10-26 18:00:00,Tropical
1606,TC202705,Rachel,-68.5,32.79,949.0,55.6,50.52,120.15,16.62,286.34,268.45,2027-10-27 00:00:00,Transition
1607,TC202705,Rachel,-67.5,32.47,935.71,66.0,100.45,111.05,19.24,294.51,327.12,2027-10-27 06:00:00,Transition
1608,TC202705,Rachel,-66.44,32.42,920.89,67.4,99.84,92.95,19.86,296.69,389.72,2027-10-27 12:00:00,Transition
1609,TC202705,Rachel,-65.72,32.82,910.19,64.2,80.89,56.28,18.74,299.31,436.62,2027-10-27 18:00:00,Transition
1610,TC202705,Rachel,-64.92,33.51,908.99,69.0,105.95,44.04,16.88,307.32,472.54,2027-10-28 00:00:00,Transition
1611,TC202705,Rachel,-64.0,34.64,907.77,72.6,151.95,33.55,15.66,314.51,478.47,2027-10-28 06:00:00,Transition
1612,TC202705,Rachel,-63.13,36.22,908.45,66.5,192.89,23.9,15.93,307.44,473.65,2027-10-28 12:00:00,Transition
1613,TC202705,Rachel,-62.61,38.64,911.98,65.0,272.24,9.38,17.76,266.99,435.85,2027-10-28 18:00:00,Transition
1614,TC202705,Rachel,-62.69,41.72,917.21,59.4,343.38,358.92,22.78,187.98,372.06,2027-10-29 00:00:00,Transition
1615,TC202705,Rachel,-63.62,44.58,942.84,39.9,326.49,347.09,32.68,99.95,277.02,2027-10-29 06:00:00,Transition
1616,TC202705,Rachel,-64.21,46.73,969.54,30.1,242.9,349.5,46.33,3.04,160.58,2027-10-29 12:00:00,Transition
1617,TC202705,Rachel,-62.68,48.48,976.26,28.7,225.72,29.83,56.81,-70.67,70.25,2027-10-29 18:00:00,Extratropical
1618,TC202705,Rachel,-60.19,50.88,978.16,29.2,322.0,32.91,68.63,-128.58,-30.3,2027-10-30 00:00:00,Extratropical
1619,TC202705,Rachel,-54.93,55.73,972.77,23.7,642.37,30.94,73.58,-158.6,-101.36,2027-10-30 06:00:00,Extratropical
1620,TC202705,Rachel,-52.53,57.29,964.2,30.5,227.75,39.58,75.6,-190.18,-122.48,2027-10-30 12:00:00,Extratropical
1621,TC202705,Rachel,-50.51,59.27,959.23,31.6,249.24,27.42,78.3,-220.71,-137.15,2027-10-30 18:00:00,Extratropical
1622,TC202801,Yoshi,-52.64,37.0,983.1,28.4,184.67,90.02,6.04,106.17,-31.4,2028-02-13 12:00:00,Tropical
1623,TC202801,Yoshi,-49.58,36.15,982.32,18.9,288.68,108.88,3.3,97.59,-37.54,2028-02-13 18:00:00,Tropical
1624,TC202801,Yoshi,-47.81,35.32,979.88,23.8,184.53,119.82,-5.33,80.22,-43.88,2028-02-14 00:00:00,Tropical
1625,TC202801,Yoshi,-46.04,34.49,977.44,28.8,185.96,119.57,-13.64,69.74,-61.18,2028-02-14 06:00:00,Tropical
1626,TC202801,Yoshi,-44.27,33.66,975.0,33.7,187.36,119.33,-13.73,60.62,-84.6,2028-02-14 12:00:00,Tropical
1627,TC202801,Yoshi,-42.5,32.83,972.56,38.6,188.74,119.1,-10.9,39.07,-80.59,2028-02-14 18:00:00,Tropical
1628,TC202801,Yoshi,-38.85,32.66,977.2,31.3,341.96,93.1,-4.41,25.14,-72.34,2028-02-15 00:00:00,Tropical
1629,TC202801,Yoshi,-35.16,33.52,977.21,29.8,357.13,74.37,10.25,2.24,-86.91,2028-02-15 06:00:00,Tropical
1630,TC202801,Yoshi,-32.91,35.03,980.01,24.3,266.25,50.46,17.82,-19.46,-90.77,2028-02-15 12:00:00,Extratropical
1631,TC202801,Yoshi,-31.67,37.46,978.76,26.7,292.0,21.93,22.47,-20.95,-77.82,2028-02-15 18:00:00,Extratropical
1632,TC202801,Yoshi,-32.61,40.8,977.36,29.2,381.01,348.06,17.92,-22.13,-85.58,2028-02-16 00:00:00,Extratropical
1633,TC202801,Yoshi,-34.16,40.3,978.28,26.9,142.11,247.13,15.22,-9.45,-95.86,2028-02-16 06:00:00,Extratropical
1634,TC202801,Yoshi,-31.75,40.3,979.7,26.8,204.33,90.13,6.75,6.56,-86.05,2028-02-16 12:00:00,Extratropical
1635,TC202801,Yoshi,-29.34,40.3,981.13,26.7,204.34,90.13,8.41,22.02,-74.48,2028-02-16 18:00:00,Extratropical
1636,TC202805,Claudio,-37.21,13.21,1009.64,16.3,176.61,273.66,6.63,-45.88,13.96,2028-08-17 06:00:00,Pre-Tropical
1637,TC202805,Claudio,-38.02,13.67,1009.84,16.5,101.08,300.19,7.14,-44.61,12.4,2028-08-17 12:00:00,Pre-Tropical
1638,TC202805,Claudio,-38.83,14.13,1010.05,16.7,100.93,300.24,7.18,-44.58,15.26,2028-08-17 18:00:00,Pre-Tropical
1639,TC202805,Claudio,-40.51,14.55,1010.92,17.1,186.81,284.62,6.82,-39.82,23.17,2028-08-18 00:00:00,Pre-Tropical
1640,TC202805,Claudio,-42.19,14.97,1011.8,17.5,186.48,284.64,7.03,-36.76,27.3,2028-08-18 06:00:00,Pre-Tropical
1641,TC202805,Claudio,-43.87,15.4,1012.67,17.9,186.13,284.67,7.12,-26.45,23.17,2028-08-18 12:00:00,Pre-Tropical
1642,TC202805,Claudio,-45.79,15.64,1011.92,18.3,208.08,277.6,7.43,-19.67,18.8,2028-08-18 18:00:00,Pre-Tropical
1643,TC202805,Claudio,-47.72,15.89,1011.16,18.7,207.83,277.61,6.43,-6.55,19.82,2028-08-19 00:00:00,Pre-Tropical
1644,TC202805,Claudio,-50.13,15.58,1009.64,18.7,260.99,262.47,5.98,2.18,18.75,2028-08-19 06:00:00,Tropical
1645,TC202805,Claudio,-50.84,15.68,1009.53,18.3,76.24,277.74,5.46,12.59,9.36,2028-08-19 12:00:00,Tropical
1646,TC202805,Claudio,-51.54,15.77,1009.42,18.0,76.21,277.74,3.47,21.31,5.46,2028-08-19 18:00:00,Tropical
1647,TC202805,Claudio,-52.25,15.86,1009.31,17.6,76.17,277.75,2.77,28.99,9.09,2028-08-20 00:00:00,Tropical
1648,TC202805,Claudio,-53.47,16.94,1007.45,22.8,177.36,313.01,4.41,28.9,0.78,2028-08-20 06:00:00,Tropical
1649,TC202805,Claudio,-54.85,17.02,1007.46,21.8,147.26,273.44,4.83,34.2,0.6,2028-08-20 12:00:00,Tropical
