,Code,Name,Lon,Lat,SLP(hPa),Winds(m/s),Dist(m),Angle,B,VLT,VUT,Time(Z),Storm Phase
0,TC210001,Alex,-36.05,31.78,1005.8,23.9,31.54,27.09,-9.89,140.21,-117.67,2100-02-03 00:00:00,Tropical
1,TC210001,Alex,-36.82,30.79,997.5,30.5,131.93,214.07,-8.0,133.68,-116.45,2100-02-03 06:00:00,Tropical
2,TC210001,Alex,-37.27,29.68,996.57,35.5,130.98,199.5,-0.58,108.75,-129.38,2100-02-03 12:00:00,Tropical
3,TC210001,Alex,-37.95,27.58,993.42,35.4,242.94,196.06,-4.96,95.81,-110.09,2100-02-03 18:00:00,Tropical
4,TC210001,Alex,-36.76,25.67,996.11,21.3,242.86,150.41,2.09,74.97,-91.9,2100-02-04 00:00:00,Tropical
5,TC210001,Alex,-34.84,25.9,993.8,21.3,193.76,82.39,5.07,63.9,-96.8,2100-02-04 06:00:00,Tropical
6,TC210001,Alex,-34.58,27.5,991.82,24.8,180.26,8.32,7.19,52.4,-100.97,2100-02-04 12:00:00,Tropical
7,TC210001,Alex,-36.13,28.52,992.71,25.7,189.99,306.78,4.45,51.78,-77.34,2100-02-04 18:00:00,Tropical
8,TC210001,Alex,-37.52,27.93,994.61,24.4,151.28,244.38,0.64,61.46,-76.1,2100-02-05 00:00:00,Tropical
9,TC210001,Alex,-38.91,27.34,996.52,23.1,151.96,244.5,-1.73,56.75,-83.59,2100-02-05 06:00:00,Tropical
10,TC210001,Alex,-40.3,26.75,998.43,21.8,152.62,244.62,-0.7,49.78,-81.65,2100-02-05 12:00:00,Tropical
11,TC210003,Beatrice,-47.15,41.53,953.85,43.3,246.38,33.84,33.39,218.75,195.77,2100-03-01 00:00:00,Pre-Tropical
12,TC210003,Beatrice,-45.1,44.65,944.96,41.6,384.86,24.79,21.05,202.41,206.43,2100-03-01 06:00:00,Pre-Tropical
13,TC210003,Beatrice,-45.04,45.78,943.01,34.9,124.88,2.34,14.07,185.73,208.32,2100-03-01 12:00:00,Tropical
14,TC210003,Beatrice,-44.74,46.27,944.13,33.5,59.31,22.43,4.69,170.02,205.68,2100-03-01 18:00:00,Tropical
15,TC210003,Beatrice,-44.3,46.37,947.03,31.6,35.63,70.8,0.23,166.41,203.28,2100-03-02 00:00:00,Tropical
16,TC210003,Beatrice,-44.03,46.44,948.11,28.4,22.02,71.07,-3.84,137.08,175.54,2100-03-02 06:00:00,Tropical
17,TC210003,Beatrice,-44.3,45.62,953.49,26.9,93.76,193.17,-2.38,96.97,127.05,2100-03-02 12:00:00,Tropical
18,TC210003,Beatrice,-43.35,44.13,958.18,28.7,182.05,155.12,5.3,69.81,66.93,2100-03-02 18:00:00,Tropical
19,TC210003,Beatrice,-40.91,42.67,963.47,26.3,255.14,128.86,12.06,43.78,16.1,2100-03-03 00:00:00,Tropical
20,TC210003,Beatrice,-38.04,41.85,965.59,24.0,252.78,110.88,11.87,21.42,-19.22,2100-03-03 06:00:00,Tropical
21,TC210003,Beatrice,-35.46,41.48,969.19,23.0,218.5,101.0,11.57,3.1,-39.1,2100-03-03 12:00:00,Tropical
22,TC210003,Beatrice,-32.3,41.93,970.11,22.5,267.11,79.05,12.47,8.9,-48.41,2100-03-03 18:00:00,Tropical
23,TC210003,Beatrice,-29.14,42.38,971.02,21.9,265.29,78.97,14.92,2.64,-52.65,2100-03-04 00:00:00,Tropical
24,TC210003,Beatrice,-27.09,43.99,968.64,21.3,244.41,42.32,21.93,18.64,-52.73,2100-03-04 06:00:00,Transition
25,TC210003,Beatrice,-26.62,45.55,968.02,24.3,176.5,11.92,20.16,48.23,-52.18,2100-03-04 12:00:00,Transition
26,TC210003,Beatrice,-26.58,46.69,966.29,26.5,127.44,1.23,18.12,74.52,-50.79,2100-03-04 18:00:00,Transition
27,TC210003,Beatrice,-26.13,47.09,967.4,25.7,56.19,37.25,17.06,99.67,-43.4,2100-03-05 00:00:00,Transition
28,TC210003,Beatrice,-25.6,47.79,967.73,24.3,86.77,27.01,15.88,100.19,-29.54,2100-03-05 06:00:00,Transition
29,TC210003,Beatrice,-25.72,48.07,969.84,22.8,32.66,345.18,10.62,85.47,-21.39,2100-03-05 12:00:00,Transition
30,TC210003,Beatrice,-25.6,47.79,971.08,21.0,32.66,165.06,14.74,64.01,-21.9,2100-03-05 18:00:00,Transition
31,TC210003,Beatrice,-24.45,47.68,973.88,20.8,86.85,97.7,16.79,51.18,-29.18,2100-03-06 00:00:00,Transition
32,TC210003,Beatrice,-23.25,48.25,974.9,26.5,109.61,54.57,17.82,37.28,-39.22,2100-03-06 06:00:00,Transition
33,TC210003,Beatrice,-23.0,49.0,977.23,25.2,85.4,12.3,13.71,32.56,-55.7,2100-03-06 12:00:00,Transition
34,TC210003,Beatrice,-22.75,49.5,977.77,25.8,58.49,17.95,11.17,26.3,-69.43,2100-03-06 18:00:00,Transition
35,TC210003,Beatrice,-22.75,49.75,980.27,26.8,27.8,0.0,9.55,17.7,-88.29,2100-03-07 00:00:00,Transition
36,TC210003,Beatrice,-20.75,50.5,982.34,27.8,165.17,59.39,9.27,-0.65,-111.01,2100-03-07 06:00:00,Transition
37,TC210003,Beatrice,-19.25,51.0,987.55,25.3,119.28,62.04,8.03,-23.31,-141.93,2100-03-07 12:00:00,Transition
38,TC210003,Beatrice,-17.0,51.75,991.45,20.5,177.04,61.62,11.11,-50.0,-170.41,2100-03-07 18:00:00,Extratropical
39,TC210003,Beatrice,-15.5,52.75,996.85,17.0,150.97,42.12,13.37,-67.69,-196.04,2100-03-08 00:00:00,Extratropical
40,TC210003,Beatrice,-13.5,54.0,1000.96,15.2,192.14,43.09,15.29,-76.66,-204.16,2100-03-08 06:00:00,Extratropical
41,TC210004,Colin,-67.95,39.79,1010.91,14.6,81.33,99.77,-6.73,35.7,-54.31,2100-08-07 00:00:00,Tropical
42,TC210004,Colin,-67.02,39.66,1011.28,16.0,81.47,99.75,-5.84,33.9,-45.87,2100-08-07 06:00:00,Tropical
43,TC210004,Colin,-66.08,39.54,1011.64,17.5,81.62,99.73,-7.2,35.62,-44.51,2100-08-07 12:00:00,Tropical
44,TC210004,Colin,-65.14,39.41,1012.01,18.9,81.76,99.72,-7.4,39.06,-50.44,2100-08-07 18:00:00,Tropical
45,TC210004,Colin,-64.17,40.14,1012.53,18.5,115.83,45.4,-4.47,20.86,-58.48,2100-08-08 00:00:00,Tropical
46,TC210004,Colin,-62.09,40.97,1012.16,19.1,198.2,62.03,0.66,4.47,-73.0,2100-08-08 06:00:00,Tropical
47,TC210004,Colin,-60.02,41.8,1011.8,19.7,196.26,61.73,6.75,1.07,-109.8,2100-08-08 12:00:00,Tropical
48,TC210004,Colin,-58.03,43.47,1007.83,20.0,246.57,40.63,16.11,3.38,-135.46,2100-08-08 18:00:00,Tropical
49,TC210004,Colin,-55.55,45.0,1003.91,24.9,260.46,48.68,21.87,10.39,-130.75,2100-08-09 00:00:00,Tropical
50,TC210004,Colin,-52.58,45.19,998.1,28.2,234.44,84.78,22.25,25.45,-116.02,2100-08-09 06:00:00,Tropical
51,TC210004,Colin,-49.73,45.27,997.61,26.6,223.16,87.62,21.07,28.25,-88.59,2100-08-09 12:00:00,Tropical
52,TC210004,Colin,-46.96,45.28,999.8,24.2,217.16,89.88,17.49,22.36,-50.19,2100-08-09 18:00:00,Tropical
53,TC210004,Colin,-45.42,45.13,1002.81,19.5,121.95,97.83,11.34,7.06,-18.31,2100-08-10 00:00:00,Tropical
54,TC210004,Colin,-43.63,45.36,1004.28,18.3,141.83,79.42,5.85,-7.68,-14.76,2100-08-10 06:00:00,Transition
55,TC210004,Colin,-42.0,45.75,1006.93,22.5,134.48,71.07,4.21,-25.33,-10.97,2100-08-10 12:00:00,Transition
56,TC210004,Colin,-40.5,46.75,1009.33,22.6,160.21,45.66,2.99,-36.53,-6.66,2100-08-10 18:00:00,Transition
57,TC210004,Colin,-38.25,48.25,1012.09,19.2,237.45,44.78,3.25,-57.29,-8.49,2100-08-11 00:00:00,Transition
58,TC210004,Colin,-36.0,49.75,1012.95,19.5,234.0,43.92,5.76,-84.33,-38.47,2100-08-11 06:00:00,Transition
59,TC210005,Dawn,-29.92,13.56,1009.56,18.7,95.07,39.27,7.9,-3.04,16.03,2100-08-21 06:00:00,Pre-Tropical
60,TC210005,Dawn,-30.73,14.29,1008.93,17.6,119.07,313.08,8.32,-7.7,19.31,2100-08-21 12:00:00,Pre-Tropical
61,TC210005,Dawn,-31.53,15.02,1008.31,16.4,118.86,313.18,8.54,-13.03,24.87,2100-08-21 18:00:00,Pre-Tropical
62,TC210005,Dawn,-32.92,15.46,1011.23,17.8,156.15,288.16,11.96,-15.62,32.93,2100-08-22 00:00:00,Pre-Tropical
63,TC210005,Dawn,-34.8,15.26,1009.19,17.0,203.24,263.62,11.88,-23.43,43.78,2100-08-22 06:00:00,Pre-Tropical
64,TC210005,Dawn,-36.64,15.86,1011.09,20.0,208.53,288.83,11.92,-28.83,46.2,2100-08-22 12:00:00,Pre-Tropical
65,TC210005,Dawn,-38.79,16.56,1010.46,18.3,242.06,288.92,11.34,-20.4,39.03,2100-08-22 18:00:00,Pre-Tropical
66,TC210005,Dawn,-41.53,16.83,1009.84,19.1,293.27,275.71,10.01,-21.51,33.88,2100-08-23 00:00:00,Pre-Tropical
67,TC210005,Dawn,-44.27,17.09,1009.22,19.8,292.87,275.71,7.86,-13.86,39.21,2100-08-23 06:00:00,Pre-Tropical
68,TC210005,Dawn,-46.65,17.21,1008.53,23.7,253.47,273.11,4.62,-1.11,35.85,2100-08-23 12:00:00,Pre-Tropical
69,TC210005,Dawn,-48.77,17.53,1009.09,22.6,227.64,278.84,1.14,25.49,34.17,2100-08-23 18:00:00,Tropical
70,TC210005,Dawn,-50.87,18.21,1010.17,23.7,234.78,288.96,-2.65,40.94,35.62,2100-08-24 00:00:00,Tropical
71,TC210005,Dawn,-53.5,18.62,1007.54,22.3,281.23,279.35,-6.12,63.93,37.24,2100-08-24 06:00:00,Tropical
72,TC210005,Dawn,-55.45,19.34,1008.82,24.7,220.16,291.52,-9.1,89.28,14.39,2100-08-24 12:00:00,Tropical
73,TC210005,Dawn,-57.78,20.24,1008.18,25.5,263.48,292.22,-10.54,117.15,14.52,2100-08-24 18:00:00,Tropical
74,TC210005,Dawn,-59.65,20.97,1006.65,28.5,210.75,292.83,-11.16,136.83,6.65,2100-08-25 00:00:00,Tropical
75,TC210005,Dawn,-61.65,21.61,997.32,35.6,219.21,289.11,-11.92,162.38,-10.11,2100-08-25 06:00:00,Tropical
76,TC210005,Dawn,-63.66,21.83,1001.84,29.0,209.7,276.76,-12.73,188.43,-4.85,2100-08-25 12:00:00,Tropical
77,TC210005,Dawn,-65.56,22.24,998.07,37.3,200.81,283.19,-12.62,198.59,9.88,2100-08-25 18:00:00,Tropical
78,TC210005,Dawn,-66.78,22.64,997.77,33.8,132.91,289.58,-12.32,211.24,24.44,2100-08-26 00:00:00,Tropical
79,TC210005,Dawn,-68.19,23.31,994.63,39.4,162.64,297.24,-13.85,222.24,38.94,2100-08-26 06:00:00,Tropical
80,TC210005,Dawn,-69.74,24.13,991.94,39.0,181.65,300.37,-15.04,232.6,66.5,2100-08-26 12:00:00,Tropical
81,TC210005,Dawn,-71.41,25.11,993.7,38.6,201.22,302.78,-14.02,227.86,95.02,2100-08-26 18:00:00,Tropical
82,TC210005,Dawn,-72.43,25.75,991.39,46.5,124.95,305.14,-13.23,242.94,121.56,2100-08-27 00:00:00,Tropical
83,TC210005,Dawn,-73.95,26.81,986.9,42.1,192.23,308.16,-12.86,252.32,119.39,2100-08-27 06:00:00,Tropical
84,TC210005,Dawn,-75.41,27.4,990.88,39.9,158.13,294.57,-12.63,264.42,143.5,2100-08-27 12:00:00,Tropical
85,TC210005,Dawn,-76.48,27.84,989.43,39.7,115.95,294.75,-10.21,282.33,155.55,2100-08-27 18:00:00,Tropical
86,TC210005,Dawn,-77.09,28.6,985.18,45.2,103.86,324.69,-9.15,297.13,169.45,2100-08-28 00:00:00,Tropical
87,TC210005,Dawn,-78.15,29.2,982.03,41.2,122.66,303.26,-7.48,296.34,178.48,2100-08-28 06:00:00,Tropical
88,TC210005,Dawn,-79.09,29.45,968.16,53.6,95.74,287.04,-6.69,286.88,200.35,2100-08-28 12:00:00,Tropical
89,TC210005,Dawn,-80.04,29.7,978.53,46.9,95.35,286.52,-2.91,260.82,201.47,2100-08-28 18:00:00,Tropical
90,TC210005,Dawn,-80.48,29.89,978.67,45.7,48.01,296.25,-2.81,220.39,212.61,2100-08-29 00:00:00,Tropical
91,TC210005,Dawn,-81.45,29.83,982.6,41.8,93.92,265.95,-2.9,187.5,192.86,2100-08-29 06:00:00,Tropical
92,TC210005,Dawn,-82.13,30.27,991.85,39.9,81.32,307.47,-3.87,158.62,178.36,2100-08-29 12:00:00,Tropical
93,TC210005,Dawn,-82.91,30.63,995.0,23.8,84.79,298.29,-5.66,134.48,155.73,2100-08-29 18:00:00,Tropical
94,TC210005,Dawn,-83.44,30.91,997.67,21.0,60.12,301.42,-9.9,125.23,137.88,2100-08-30 00:00:00,Tropical
95,TC210005,Dawn,-83.8,31.62,998.93,18.5,86.0,336.68,-13.14,122.02,116.1,2100-08-30 06:00:00,Tropical
96,TC210005,Dawn,-84.07,32.41,997.92,21.6,91.66,344.08,-16.0,119.44,88.38,2100-08-30 12:00:00,Tropical
97,TC210005,Dawn,-83.78,33.22,1000.56,23.2,93.75,16.65,-16.68,106.68,63.41,2100-08-30 18:00:00,Tropical
98,TC210005,Dawn,-83.85,33.91,1004.65,16.7,76.4,355.21,-14.5,98.83,41.84,2100-08-31 00:00:00,Tropical
99,TC210005,Dawn,-82.66,34.88,1006.96,16.4,153.16,45.03,-14.13,81.39,19.76,2100-08-31 06:00:00,Tropical
100,TC210005,Dawn,-81.18,36.04,1006.54,16.0,186.78,45.73,-8.2,63.57,-5.33,2100-08-31 12:00:00,Tropical
101,TC210005,Dawn,-80.96,37.22,1007.92,13.9,132.53,8.22,-0.75,42.53,-12.94,2100-08-31 18:00:00,Tropical
102,TC210005,Dawn,-78.17,38.52,1005.67,16.3,284.84,59.09,4.45,18.58,-16.88,2100-09-01 00:00:00,Tropical
103,TC210005,Dawn,-76.85,39.42,1003.3,22.4,151.54,48.4,9.49,-0.86,-32.35,2100-09-01 06:00:00,Transition
104,TC210005,Dawn,-74.73,41.55,1001.84,19.3,297.2,36.45,18.9,-34.35,-52.83,2100-09-01 12:00:00,Extratropical
105,TC210005,Dawn,-72.61,43.68,1000.38,16.2,293.72,35.52,27.32,-84.54,-77.7,2100-09-01 18:00:00,Extratropical
106,TC210005,Dawn,-70.49,45.81,998.93,13.2,290.18,34.52,35.16,-124.41,-113.11,2100-09-02 00:00:00,Extratropical
107,TC210005,Dawn,-67.42,48.88,997.49,15.7,412.21,32.97,45.87,-152.39,-155.59,2100-09-02 06:00:00,Extratropical
108,TC210005,Dawn,-63.99,52.56,996.99,15.7,474.44,29.23,52.76,-190.03,-178.58,2100-09-02 12:00:00,Extratropical
109,TC210005,Dawn,-61.0,55.0,995.53,28.3,335.08,34.82,56.52,-206.4,-190.94,2100-09-02 18:00:00,Extratropical
110,TC210006,Ernest,-65.16,18.36,1003.73,30.6,250.79,279.8,-14.46,130.04,-15.31,2100-08-22 18:00:00,Tropical
111,TC210006,Ernest,-67.68,18.98,1007.41,26.6,274.47,284.6,-13.67,128.07,0.78,2100-08-23 00:00:00,Tropical
112,TC210006,Ernest,-70.42,19.26,1008.6,23.2,289.9,276.14,-13.55,131.39,-7.52,2100-08-23 06:00:00,Tropical
113,TC210006,Ernest,-72.56,19.62,1002.37,28.6,228.29,280.25,-14.4,138.52,-2.79,2100-08-23 12:00:00,Tropical
114,TC210006,Ernest,-74.58,19.78,1006.89,28.4,211.7,274.88,-13.94,143.28,-7.13,2100-08-23 18:00:00,Tropical
115,TC210006,Ernest,-76.64,20.36,1001.9,23.6,225.0,286.68,-12.31,149.13,-15.15,2100-08-24 00:00:00,Tropical
116,TC210006,Ernest,-78.18,20.79,1006.47,21.1,167.33,286.61,-10.48,149.94,-34.45,2100-08-24 06:00:00,Tropical
117,TC210006,Ernest,-80.23,21.31,1000.39,33.0,220.16,285.21,-8.55,159.52,-34.52,2100-08-24 12:00:00,Tropical
118,TC210006,Ernest,-81.56,21.43,1003.12,24.6,138.36,275.77,-8.04,167.67,-29.86,2100-08-24 18:00:00,Tropical
119,TC210006,Ernest,-83.24,22.34,999.88,27.8,200.16,300.4,-8.48,192.15,-34.46,2100-08-25 00:00:00,Tropical
120,TC210006,Ernest,-84.3,23.34,992.46,39.8,155.4,315.72,-8.53,206.22,13.35,2100-08-25 06:00:00,Tropical
121,TC210006,Ernest,-85.21,24.47,994.8,37.9,156.1,323.62,-10.18,228.46,48.49,2100-08-25 12:00:00,Tropical
122,TC210006,Ernest,-86.28,25.74,983.15,55.2,177.66,323.26,-11.73,235.56,74.21,2100-08-25 18:00:00,Tropical
123,TC210006,Ernest,-87.48,26.63,987.91,39.7,155.88,309.69,-12.86,246.67,79.32,2100-08-26 00:00:00,Tropical
124,TC210006,Ernest,-88.61,27.61,993.19,35.0,155.64,314.37,-12.81,246.85,79.89,2100-08-26 06:00:00,Tropical
125,TC210006,Ernest,-89.75,28.57,993.34,33.9,155.23,313.98,-13.52,243.44,43.72,2100-08-26 12:00:00,Tropical
126,TC210006,Ernest,-90.26,29.13,994.0,31.3,78.56,321.45,-12.77,224.19,14.65,2100-08-26 18:00:00,Tropical
127,TC210006,Ernest,-90.76,29.97,996.9,25.2,106.13,332.65,-11.84,200.93,-8.16,2100-08-27 00:00:00,Tropical
128,TC210006,Ernest,-91.28,30.52,1003.03,18.5,78.94,320.87,-9.93,163.16,-12.86,2100-08-27 06:00:00,Tropical
129,TC210006,Ernest,-91.91,31.47,1006.53,13.5,121.08,330.49,-8.97,120.28,-1.31,2100-08-27 12:00:00,Tropical
130,TC210006,Ernest,-92.09,32.4,1009.79,13.8,105.04,351.1,-8.26,86.93,6.58,2100-08-27 18:00:00,Tropical
131,TC210006,Ernest,-92.02,33.09,1009.42,11.9,76.51,4.49,-8.46,73.97,14.5,2100-08-28 00:00:00,Tropical
132,TC210006,Ernest,-92.29,33.63,1009.51,12.6,65.16,337.98,-7.95,75.13,16.88,2100-08-28 06:00:00,Tropical
133,TC210006,Ernest,-92.35,34.7,1006.67,16.3,119.62,357.38,-9.77,80.28,15.63,2100-08-28 12:00:00,Tropical
134,TC210006,Ernest,-92.79,35.39,1007.77,12.2,86.52,332.32,-11.93,86.24,12.45,2100-08-28 18:00:00,Tropical
135,TC210006,Ernest,-92.72,36.3,1005.89,16.1,101.3,3.45,-14.61,89.06,5.98,2100-08-29 00:00:00,Tropical
136,TC210006,Ernest,-92.53,36.82,1006.21,16.1,60.64,16.59,-18.83,83.04,7.56,2100-08-29 06:00:00,Tropical
137,TC210006,Ernest,-92.15,38.14,1007.64,15.1,149.81,12.78,-25.18,79.73,6.47,2100-08-29 12:00:00,Tropical
138,TC210006,Ernest,-91.75,39.0,1008.03,13.8,102.1,19.61,-29.5,81.59,-16.2,2100-08-29 18:00:00,Tropical
139,TC210006,Ernest,-91.5,40.0,1008.17,10.6,113.25,10.8,-32.8,83.66,-20.36,2100-08-30 00:00:00,Tropical
140,TC210006,Ernest,-91.25,41.25,1008.18,12.5,140.59,8.51,-34.39,80.56,-13.04,2100-08-30 06:00:00,Tropical
141,TC210007,Flavia,-71.94,35.33,963.95,34.5,73.05,288.26,11.71,196.24,54.33,2100-11-10 18:00:00,Tropical
142,TC210007,Flavia,-71.39,35.93,968.89,31.1,82.78,36.58,12.16,192.62,57.11,2100-11-11 00:00:00,Tropical
143,TC210007,Flavia,-71.35,36.22,971.89,36.2,32.11,7.34,12.51,182.8,63.2,2100-11-11 06:00:00,Tropical
144,TC210007,Flavia,-71.54,36.77,975.51,32.5,64.56,344.38,10.65,164.76,67.34,2100-11-11 12:00:00,Tropical
145,TC210007,Flavia,-71.69,36.94,979.48,28.7,22.98,324.57,7.39,156.31,69.67,2100-11-11 18:00:00,Tropical
146,TC210007,Flavia,-71.94,37.21,984.55,28.3,37.18,324.48,4.1,146.48,70.74,2100-11-12 00:00:00,Tropical
147,TC210007,Flavia,-72.32,36.98,988.22,26.9,43.16,232.5,2.11,141.21,63.55,2100-11-12 06:00:00,Tropical
148,TC210007,Flavia,-72.08,36.71,991.25,25.0,37.16,144.24,2.12,142.25,47.05,2100-11-12 12:00:00,Tropical
149,TC210007,Flavia,-71.69,36.94,991.72,24.9,43.26,52.54,3.09,140.21,25.42,2100-11-12 18:00:00,Tropical
150,TC210007,Flavia,-71.23,36.96,992.04,25.2,41.32,86.65,7.14,127.46,2.78,2100-11-13 00:00:00,Tropical
151,TC210007,Flavia,-70.64,36.64,991.67,24.4,63.42,124.69,12.9,119.79,-19.86,2100-11-13 06:00:00,Tropical
152,TC210007,Flavia,-69.2,36.56,990.63,25.4,129.06,94.01,15.69,101.7,-34.81,2100-11-13 12:00:00,Transition
153,TC210007,Flavia,-67.81,37.09,988.63,28.1,137.68,64.24,19.16,90.21,-38.9,2100-11-13 18:00:00,Transition
154,TC210007,Flavia,-65.12,37.38,985.66,30.0,239.89,82.3,28.37,84.53,-34.69,2100-11-14 00:00:00,Transition
155,TC210007,Flavia,-62.95,38.08,978.61,38.3,206.47,67.72,33.74,92.34,-31.68,2100-11-14 06:00:00,Transition
156,TC210007,Flavia,-59.79,39.55,971.24,45.7,318.43,58.68,40.64,81.03,-40.07,2100-11-14 12:00:00,Transition
157,TC210007,Flavia,-56.37,40.75,962.54,48.0,320.3,64.98,53.21,67.64,-53.59,2100-11-14 18:00:00,Transition
158,TC210007,Flavia,-52.49,43.6,957.83,38.5,449.33,44.26,65.8,88.78,-77.67,2100-11-15 00:00:00,Transition
159,TC210007,Flavia,-49.54,46.55,953.11,33.7,401.41,34.18,61.58,124.67,-85.61,2100-11-15 06:00:00,Transition
160,TC210007,Flavia,-47.97,49.09,948.23,34.7,305.95,21.93,50.69,146.43,-86.79,2100-11-15 12:00:00,Transition
161,TC210007,Flavia,-46.44,50.21,942.99,36.2,166.65,40.86,37.9,163.58,-86.42,2100-11-15 18:00:00,Transition
162,TC210007,Flavia,-44.0,51.25,942.74,48.0,206.68,55.7,24.35,188.71,-92.85,2100-11-16 00:00:00,Transition
163,TC210007,Flavia,-41.0,52.75,942.91,42.8,264.54,50.26,5.78,174.35,-83.47,2100-11-16 06:00:00,Transition
164,TC210007,Flavia,-39.0,55.5,944.89,40.3,332.38,22.18,-3.11,164.94,-81.31,2100-11-16 12:00:00,Transition
165,TC210103,Harrison,-78.09,26.66,1006.8,30.8,120.8,39.25,-4.97,137.13,27.39,2101-07-21 00:00:00,Tropical
166,TC210103,Harrison,-78.25,28.44,1004.49,29.1,198.21,355.5,-5.78,136.38,27.92,2101-07-21 06:00:00,Tropical
167,TC210103,Harrison,-79.09,29.45,1006.41,22.1,139.75,324.14,-5.64,130.32,23.89,2101-07-21 12:00:00,Tropical
168,TC210103,Harrison,-79.59,30.04,1005.71,25.9,81.08,323.71,-2.76,137.84,30.38,2101-07-21 18:00:00,Tropical
169,TC210103,Harrison,-79.87,30.36,1004.52,23.9,44.82,323.46,-3.24,138.62,14.53,2101-07-22 00:00:00,Tropical
170,TC210103,Harrison,-80.26,30.49,1003.17,21.4,40.67,290.79,-4.87,138.93,4.46,2101-07-22 06:00:00,Tropical
171,TC210103,Harrison,-79.93,31.29,1001.9,24.1,94.04,19.57,-3.34,132.59,-1.74,2101-07-22 12:00:00,Tropical
172,TC210103,Harrison,-79.97,31.97,1001.84,19.9,76.05,357.63,-5.34,138.81,-17.7,2101-07-22 18:00:00,Tropical
173,TC210103,Harrison,-80.11,32.13,1002.53,18.5,22.58,322.93,-7.24,136.16,-25.04,2101-07-23 00:00:00,Tropical
174,TC210103,Harrison,-79.55,32.02,1002.31,22.8,54.68,103.27,-8.19,142.52,-15.61,2101-07-23 06:00:00,Tropical
175,TC210103,Harrison,-78.41,33.41,999.07,25.0,187.34,34.2,-8.85,157.52,-6.18,2101-07-23 12:00:00,Tropical
176,TC210103,Harrison,-77.3,33.67,997.96,26.2,106.79,74.15,-11.46,182.07,4.18,2101-07-23 18:00:00,Tropical
177,TC210103,Harrison,-75.94,34.19,996.69,26.9,137.92,65.17,-9.16,195.93,37.1,2101-07-24 00:00:00,Tropical
178,TC210103,Harrison,-74.66,34.8,992.67,29.7,135.94,60.13,-9.55,209.69,73.84,2101-07-24 06:00:00,Tropical
179,TC210103,Harrison,-73.08,34.87,986.29,35.5,144.17,86.5,-8.62,218.69,99.81,2101-07-24 12:00:00,Tropical
180,TC210103,Harrison,-71.42,34.72,979.39,40.0,152.76,96.36,-7.51,234.13,125.06,2101-07-24 18:00:00,Tropical
181,TC210103,Harrison,-69.27,34.68,979.81,45.7,196.39,91.47,-6.7,251.55,131.04,2101-07-25 00:00:00,Tropical
182,TC210103,Harrison,-67.51,34.52,978.06,47.0,161.58,96.01,-7.72,269.13,115.25,2101-07-25 06:00:00,Tropical
183,TC210103,Harrison,-64.88,34.42,982.17,43.8,241.85,92.65,-7.36,284.42,89.27,2101-07-25 12:00:00,Tropical
184,TC210103,Harrison,-62.71,35.06,982.68,40.5,210.61,70.14,-2.88,283.52,85.03,2101-07-25 18:00:00,Tropical
185,TC210103,Harrison,-59.51,35.99,981.46,40.6,307.04,70.3,2.39,266.84,83.61,2101-07-26 00:00:00,Tropical
186,TC210103,Harrison,-56.11,37.49,972.98,44.4,345.92,60.68,10.08,237.64,101.91,2101-07-26 06:00:00,Tropical
187,TC210103,Harrison,-53.14,39.28,971.89,45.5,326.74,51.95,20.97,199.36,129.85,2101-07-26 12:00:00,Transition
188,TC210103,Harrison,-50.38,41.08,971.18,42.3,307.84,48.91,29.14,156.29,154.19,2101-07-26 18:00:00,Transition
189,TC210103,Harrison,-48.15,42.59,972.31,35.9,249.99,47.21,32.42,115.27,155.53,2101-07-27 00:00:00,Transition
190,TC210103,Harrison,-45.88,43.68,975.49,35.5,220.4,56.35,34.48,73.38,140.79,2101-07-27 06:00:00,Transition
191,TC210103,Harrison,-43.65,44.6,981.17,31.4,205.47,59.72,34.39,35.22,103.16,2101-07-27 12:00:00,Transition
192,TC210103,Harrison,-41.12,45.4,986.67,30.2,217.85,65.81,30.14,2.57,50.61,2101-07-27 18:00:00,Transition
193,TC210103,Harrison,-37.66,46.61,992.45,26.9,299.25,62.79,27.65,-18.92,-11.67,2101-07-28 00:00:00,Extratropical
194,TC210103,Harrison,-33.86,47.91,995.55,24.8,321.45,62.74,26.26,-29.48,-76.68,2101-07-28 06:00:00,Extratropical
195,TC210103,Harrison,-30.06,49.04,998.6,22.0,306.28,65.55,24.24,-38.86,-138.03,2101-07-28 12:00:00,Extratropical
196,TC210103,Harrison,-26.27,50.16,1001.66,19.3,300.58,65.05,22.77,-51.97,-195.99,2101-07-28 18:00:00,Extratropical
197,TC210103,Harrison,-22.75,51.5,1004.8,23.0,288.31,58.46,21.92,-54.82,-225.97,2101-07-29 00:00:00,Extratropical
198,TC210103,Harrison,-19.5,54.0,1006.24,19.1,353.67,37.1,21.51,-53.09,-235.15,2101-07-29 06:00:00,Extratropical
199,TC210105,Janet,-16.98,11.22,1007.41,17.4,258.87,304.05,1.17,-24.15,-72.09,2101-08-31 18:00:00,Pre-Tropical
200,TC210105,Janet,-18.85,11.35,1008.68,14.9,204.61,274.21,0.32,-5.94,-68.92,2101-09-01 00:00:00,Pre-Tropical
201,TC210105,Janet,-18.48,11.51,1004.44,22.4,43.82,66.92,-1.14,16.46,-61.18,2101-09-01 06:00:00,Tropical
